Timestamp,1. Gender,2. Age,3. Department/Faculty,4. Academic Rank,5. Years of Teaching Experience,6. Average Class Size,7. How familiar are you with Learning Management Systems (LMS)?,8. How would you rate your AI literacy?,TT1: I trust AI-generated recommendations when supporting classroom decisions.,TT2: AI recommendations appear reliable.,TT3: I feel confident using AI recommendations to identify students requiring support.,TT4: I believe AI predictions can improve my decision-making.,TT5: I am willing to incorporate AI recommendations into my teaching practice.,SH1: SHAP explanations make AI predictions easier to understand.,SH2: SHAP explanations clearly show why a student is identified as needing support.,SH3: SHAP explanations improve transparency of AI recommendations.,SH4: SHAP explanations increase my confidence in AI recommendations.,SH5: SHAP explanations help me verify whether an AI recommendation is reasonable.,EU1: The explanations are easy to interpret.,EU2: The explanation dashboard is user-friendly.,EU3: The explanations provide information relevant to my teaching decisions.,EU4: The explanations are presented in a clear format.,EU5: I can easily use SHAP explanations without technical expertise.,PF1: AI recommendations align with my teaching objectives.,PF2: AI supports early identification of struggling students.,PF3: AI helps improve intervention planning.,PF4: AI complements my professional judgement.,PF5: AI enhances student learning outcomes.,PU1: AI decision-support systems improve my effectiveness as a teacher.,PU2: AI helps me make better classroom decisions.,PU3: AI increases my productivity.,PE1: Learning to use the AI system is easy.,PE2: Interacting with the AI system is straightforward.,PE3: It is easy to obtain explanations from the AI system.,IF1: My institution provides adequate support for AI adoption.,IF2: My institution provides sufficient AI training opportunities.,IF3: Institutional policies encourage responsible AI use.,IF4: The institution provides adequate technological infrastructure.,IF5: Management supports AI-assisted teaching innovations.,HC1: I prefer AI systems that support rather than replace teacher judgement.,HC2: Human judgement should remain central to classroom decisions.,HC3: AI and teachers can effectively work together in decision-making.,HC4: I would collaborate with AI systems in future teaching activities.,HC5: Human-AI collaboration improves educational decision quality.,PQ1: The AI predictions appear accurate.,PQ2: The AI predictions are consistent.,PQ3: The predictions are useful for identifying at-risk students.,PQ4: I would rely on these predictions when planning interventions.,PQ5: The system provides sufficient evidence for its predictions.,FT1: The AI system treats students fairly.,FT2: The AI explanations reduce concerns about bias.,FT3: The prediction process is transparent.,FT4: SHAP explanations improve accountability of AI recommendations.,FT5: I would recommend the use of explainable AI systems in higher education.,1. How did SHAP explanations influence your trust in the AI recommendations?,2. Which aspects of the explanations were most useful for your decision-making?,3. Were there situations where you disagreed with the AI recommendation despite the explanation?,4. What factors encourage or discourage you from collaborating with AI systems?,5. How does your institution support AI adoption in teaching?,6. What training would improve your ability to work effectively with AI systems?,7. How useful were the predictions for identifying students needing support?,8. Did SHAP explanations improve your understanding of prediction outcomes?,"9. What concerns do you have regarding fairness, transparency, or bias?",10. What improvements would you recommend for the proposed XGBoost-SHAP framework?,Record Status
2026/06/28 3:58:51 PM GMT,Male,30-39,Food Technology,Assistant Lecturer,Less than 5 years,50-100,High,Low,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,2 - Disagree,2 - Disagree,3 - Neutral,3 - Neutral,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,The explanations increased our confidence by showing the main factors behind each recommendation.,The visual summary showing why a student was classified as at risk was most useful.,"No major disagreement occurred, but I would still review the evidence before acting.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",The institution encourages digital learning but formal AI policies and training are still developing.,"Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The results provided an early warning that could guide further investigation.,Yes. The explanations clarified how each student factor contributed to the final prediction.,The system may appear objective even when historical data contain unfair patterns.,"Provide role-based access, stronger privacy controls, and an audit trail for decisions.",Original sample
2026/06/28 6:06:06 PM GMT,Female,40-49,Liberal Studies,Lecturer,5-10 years,101-200,High,Moderate,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,"My trust improved, but only when the explanation was clear and supported by accurate student data.",The visual summary showing why a student was classified as at risk was most useful.,"No major disagreement occurred, but I would still review the evidence before acting.","Accuracy, clear explanations, data quality, institutional support, and respect for teacher judgement encourage collaboration.",The institution encourages digital learning but formal AI policies and training are still developing.,Scenario-based training using real classroom cases would improve confidence.,The predictions were useful for identifying students who may require early academic support.,"To a large extent, because I could see why the model reached a particular outcome.",The system may appear objective even when historical data contain unfair patterns.,"Improve the dashboard, include clearer local explanations, and allow lecturers to provide feedback on recommendations.",Original sample
2026/06/28 6:40:10 PM GMT,Male,40-49,Management Studies,Professor,Less than 5 years,50-100,Very High,High,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,2 - Disagree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,3 - Neutral,2 - Disagree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,"Trust increased moderately, although I would still confirm recommendations with my professional judgement.",Feature importance and the direction of each factor helped me understand the recommendation.,Occasionally. I relied on professional judgement when the available data were incomplete.,Training and a user-friendly system encourage collaboration; lack of technical support discourages it.,"The institution provides computer laboratories and technical support, but access and connectivity can be improved.","Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The predictions helped prioritise students for follow-up and intervention planning.,"To a large extent, because I could see why the model reached a particular outcome.",The system may appear objective even when historical data contain unfair patterns.,"Improve the dashboard, include clearer local explanations, and allow lecturers to provide feedback on recommendations.",Original sample
2026/06/29 8:09:41 AM GMT,Male,30-39,Management Studies,Assistant Lecturer,Less than 5 years,50-100,High,High,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,The explanations increased our confidence by showing the main factors behind each recommendation.,Feature importance and the direction of each factor helped me understand the recommendation.,"Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.","Evidence of fairness, privacy protection, and consistent performance would encourage collaboration.","Support exists through ICT services and staff development programmes, although more AI-specific training is needed.","Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The results provided an early warning that could guide further investigation.,"Yes, especially when the dashboard displayed both supporting and opposing factors.",I am concerned about overreliance on predictions and limited opportunities for students to challenge decisions.,Pilot the framework across multiple departments and retrain it regularly with representative institutional data.,Original sample
2026/06/29 9:45:01 AM GMT,Male,30-39,Pharmaceutical Sciences,Lecturer,More than 15 years,50-100,Moderate,High,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,They improved trust because the important features influencing the prediction were visible.,The concise dashboard and explanation of individual predictions were helpful.,"Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.","Reliable predictions and transparency encourage me, while bias, poor connectivity, and inaccurate data discourage me.","Support exists through ICT services and staff development programmes, although more AI-specific training is needed.","Training on fairness, transparency, privacy, and combining AI evidence with professional judgement is required.",The predictions were useful for identifying students who may require early academic support.,"To a large extent, because I could see why the model reached a particular outcome.","I am concerned about biased training data, unequal treatment of students, and insufficient transparency.","Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/29 9:56:46 AM GMT,Male,50 and above,Management Studies,Senior Lecturer,More than 15 years,Less than 50,Very High,Moderate,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,4 - Agree,3 - Neutral,3 - Neutral,2 - Disagree,2 - Disagree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,2 - Disagree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,1 - Strongly Disagree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,"Trust increased moderately, although I would still confirm recommendations with my professional judgement.",Feature importance and the direction of each factor helped me understand the recommendation.,Yes. Some recommendations appeared too dependent on historical assessment scores.,I am encouraged when AI complements rather than replaces professional judgement.,"The institution provides LMS platforms, internet access, and occasional digital teaching workshops.","Practical training on responsible AI use, interpretation of SHAP outputs, and classroom application would be helpful.",The predictions were useful for identifying students who may require early academic support.,"Yes, especially when the dashboard displayed both supporting and opposing factors.",The system may appear objective even when historical data contain unfair patterns.,"Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/29 10:50:46 AM GMT,Male,30-39,Accounting and Finance,Lecturer,5-10 years,101-200,Moderate,Moderate,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,2 - Disagree,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,2 - Disagree,4 - Agree,3 - Neutral,4 - Agree,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,2 - Disagree,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,They improved my confidence when the highlighted factors matched what I knew about the student.,The concise dashboard and explanation of individual predictions were helpful.,"No major disagreement occurred, but I would still review the evidence before acting.",Training and a user-friendly system encourage collaboration; lack of technical support discourages it.,"Management supports technology use through infrastructure, technical assistance, and innovation initiatives.","Practical training on responsible AI use, interpretation of SHAP outputs, and classroom application would be helpful.",The predictions were useful for identifying students who may require early academic support.,Yes. SHAP made the prediction process more transparent and easier to interpret.,The system may appear objective even when historical data contain unfair patterns.,"Provide role-based access, stronger privacy controls, and an audit trail for decisions.",Original sample
2026/06/29 11:22:20 AM GMT,Female,30-39,Building Technology,Assistant Lecturer,Less than 5 years,Less than 50,Very High,Moderate,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,2 - Disagree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,"Trust increased moderately, although I would still confirm recommendations with my professional judgement.","The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.",I am encouraged when AI complements rather than replaces professional judgement.,"The institution provides computer laboratories and technical support, but access and connectivity can be improved.","Hands-on workshops on AI ethics, bias detection, data privacy, and decision-support tools are needed.","They were useful for screening, but should not be used as the only basis for a decision.","Yes, especially when the dashboard displayed both supporting and opposing factors.",I am concerned about overreliance on predictions and limited opportunities for students to challenge decisions.,"Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/29 2:23:17 PM GMT,Male,50 and above,Pharmaceutical Sciences,Professor,More than 15 years,50-100,Low,Moderate,2 - Disagree,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,5 - Strongly Agree,2 - Disagree,2 - Disagree,3 - Neutral,3 - Neutral,4 - Agree,2 - Disagree,1 - Strongly Disagree,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,2 - Disagree,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,2 - Disagree,2 - Disagree,3 - Neutral,2 - Disagree,"My trust improved, but only when the explanation was clear and supported by accurate student data.","The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.","Reliable predictions and transparency encourage me, while bias, poor connectivity, and inaccurate data discourage me.","The institution provides computer laboratories and technical support, but access and connectivity can be improved.",Scenario-based training using real classroom cases would improve confidence.,The predictions were useful for identifying students who may require early academic support.,Yes. The explanations clarified how each student factor contributed to the final prediction.,The system may appear objective even when historical data contain unfair patterns.,Pilot the framework across multiple departments and retrain it regularly with representative institutional data.,Original sample
2026/06/29 5:06:37 PM GMT,Male,50 and above,Mechanical Engineering,Senior Lecturer,11-15 years,101-200,Moderate,Moderate,2 - Disagree,4 - Agree,2 - Disagree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,2 - Disagree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,"My trust improved, but only when the explanation was clear and supported by accurate student data.",The concise dashboard and explanation of individual predictions were helpful.,"No major disagreement occurred, but I would still review the evidence before acting.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",Current support is moderate and mainly focuses on general educational technology rather than AI.,"Regular workshops on data preparation, dashboard use, and responsible intervention planning would be useful.",The results provided an early warning that could guide further investigation.,"They improved my understanding, although some technical terms required further explanation.",The system may appear objective even when historical data contain unfair patterns.,Pilot the framework across multiple departments and retrain it regularly with representative institutional data.,Original sample
